Date;Produced Power[kW];Consumed Power[kW];Potenza Immessa[kW];Potenza Prelevata[kW];Produced Energy[kWh];Consumed Energy[kWh];Energia Immessa[kWh];Energia Prelevata[kWh];
2013-07-22 00:00;0.0;0.52;0.0;0.52;0.0;0.0;0.0;0.0;
2013-07-22 00:05;0.0;0.34;0.0;0.34;0.0;0.0;0.0;0.0;
2013-07-22 00:10;0.0;0.42;0.0;0.42;0.0;0.0;0.0;0.0;
2013-07-22 00:15;0.0;0.41;0.0;0.41;0.0;0.0;0.0;0.0;
2013-07-22 00:20;0.0;0.42;0.0;0.42;0.0;0.1;0.0;0.1;
2013-07-22 00:25;0.0;0.42;0.0;0.42;0.0;0.1;0.0;0.1;
2013-07-22 00:30;0.0;0.42;0.0;0.42;0.0;0.1;0.0;0.1;
2013-07-22 00:35;0.0;0.45;0.0;0.45;0.0;0.2;0.0;0.2;
2013-07-22 00:40;0.0;0.44;0.0;0.44;0.0;0.2;0.0;0.2;
2013-07-22 00:45;0.0;0.58;0.0;0.58;0.0;0.3;0.0;0.3;
2013-07-22 00:50;0.0;0.34;0.0;0.34;0.0;0.3;0.0;0.3;
2013-07-22 00:55;0.0;0.34;0.0;0.34;0.0;0.3;0.0;0.3;
2013-07-22 01:00;0.0;0.49;0.0;0.49;0.0;0.4;0.0;0.4;
2013-07-22 01:05;0.0;0.34;0.0;0.34;0.0;0.4;0.0;0.4;
2013-07-22 01:10;0.0;0.34;0.0;0.34;0.0;0.4;0.0;0.4;
2013-07-22 01:15;0.0;0.62;0.0;0.62;0.0;0.5;0.0;0.5;
2013-07-22 01:20;0.0;0.44;0.0;0.44;0.0;0.5;0.0;0.5;
2013-07-22 01:25;0.0;0.34;0.0;0.34;0.0;0.5;0.0;0.5;
2013-07-22 01:30;0.0;0.52;0.0;0.52;0.0;0.6;0.0;0.6;
2013-07-22 01:35;0.0;0.42;0.0;0.42;0.0;0.6;0.0;0.6;
2013-07-22 01:40;0.0;0.42;0.0;0.42;0.0;0.6;0.0;0.6;
2013-07-22 01:45;0.0;0.39;0.0;0.39;0.0;0.7;0.0;0.7;
2013-07-22 01:50;0.0;0.41;0.0;0.41;0.0;0.7;0.0;0.7;
2013-07-22 01:55;0.0;0.53;0.0;0.53;0.0;0.7;0.0;0.7;
2013-07-22 02:00;0.0;0.44;0.0;0.44;0.0;0.8;0.0;0.8;
2013-07-22 02:05;0.0;0.42;0.0;0.42;0.0;0.8;0.0;0.8;
2013-07-22 02:10;0.0;0.5;0.0;0.5;0.0;0.8;0.0;0.8;
2013-07-22 02:15;0.0;0.34;0.0;0.34;0.0;0.9;0.0;0.9;
2013-07-22 02:20;0.0;0.42;0.0;0.42;0.0;0.9;0.0;0.9;
2013-07-22 02:25;0.0;0.41;0.0;0.41;0.0;0.9;0.0;0.9;
2013-07-22 02:30;0.0;0.34;0.0;0.34;0.0;1.0;0.0;1.0;
2013-07-22 02:35;0.0;0.45;0.0;0.45;0.0;1.0;0.0;1.0;
2013-07-22 02:40;0.0;0.67;0.0;0.67;0.0;1.1;0.0;1.1;
2013-07-22 02:45;0.0;0.34;0.0;0.34;0.0;1.1;0.0;1.1;
2013-07-22 02:50;0.0;0.34;0.0;0.34;0.0;1.1;0.0;1.1;
2013-07-22 02:55;0.0;0.41;0.0;0.41;0.0;1.2;0.0;1.2;
2013-07-22 03:00;0.0;0.34;0.0;0.34;0.0;1.2;0.0;1.2;
2013-07-22 03:05;0.0;0.62;0.0;0.62;0.0;1.2;0.0;1.2;
2013-07-22 03:10;0.0;0.42;0.0;0.42;0.0;1.3;0.0;1.3;
2013-07-22 03:15;0.0;0.46;0.0;0.46;0.0;1.3;0.0;1.3;
2013-07-22 03:20;0.0;0.53;0.0;0.53;0.0;1.3;0.0;1.3;
2013-07-22 03:25;0.0;0.42;0.0;0.42;0.0;1.4;0.0;1.4;
2013-07-22 03:30;0.0;0.34;0.0;0.34;0.0;1.4;0.0;1.4;
2013-07-22 03:35;0.0;0.49;0.0;0.49;0.0;1.4;0.0;1.4;
2013-07-22 03:40;0.0;0.33;0.0;0.33;0.0;1.5;0.0;1.5;
2013-07-22 03:45;0.0;0.41;0.0;0.41;0.0;1.5;0.0;1.5;
2013-07-22 03:50;0.0;0.41;0.0;0.41;0.0;1.5;0.0;1.5;
2013-07-22 03:55;0.0;0.46;0.0;0.46;0.0;1.6;0.0;1.6;
2013-07-22 04:00;0.0;0.61;0.0;0.61;0.0;1.6;0.0;1.6;
2013-07-22 04:05;0.0;0.51;0.0;0.51;0.0;1.6;0.0;1.6;
2013-07-22 04:10;0.0;0.34;0.0;0.34;0.0;1.7;0.0;1.7;
2013-07-22 04:15;0.0;0.42;0.0;0.42;0.0;1.7;0.0;1.7;
2013-07-22 04:20;0.0;0.41;0.0;0.41;0.0;1.7;0.0;1.7;
2013-07-22 04:25;0.0;0.33;0.0;0.33;0.0;1.8;0.0;1.8;
2013-07-22 04:30;0.0;0.59;0.0;0.59;0.0;1.8;0.0;1.8;
2013-07-22 04:35;0.0;0.59;0.0;0.59;0.0;1.8;0.0;1.8;
2013-07-22 04:40;0.0;0.44;0.0;0.44;0.0;1.9;0.0;1.9;
2013-07-22 04:45;0.0;0.44;0.0;0.44;0.0;1.9;0.0;1.9;
2013-07-22 04:50;0.0;0.41;0.0;0.41;0.0;2.0;0.0;2.0;
2013-07-22 04:55;0.0;0.34;0.0;0.34;0.0;2.0;0.0;2.0;
2013-07-22 05:00;0.0;0.61;0.0;0.61;0.0;2.0;0.0;2.0;
2013-07-22 05:05;0.0;0.42;0.0;0.42;0.0;2.0;0.0;2.0;
2013-07-22 05:10;0.0;0.34;0.0;0.34;0.0;2.1;0.0;2.1;
2013-07-22 05:15;0.0;0.53;0.0;0.53;0.0;2.1;0.0;2.1;
2013-07-22 05:20;0.0;0.53;0.0;0.53;0.0;2.2;0.0;2.2;
2013-07-22 05:25;0.0;0.53;0.0;0.53;0.0;2.2;0.0;2.2;
2013-07-22 05:30;0.0;0.41;0.0;0.41;0.0;2.2;0.0;2.2;
2013-07-22 05:35;0.0;0.42;0.0;0.42;0.0;2.3;0.0;2.3;
2013-07-22 05:40;0.0;0.41;0.0;0.41;0.0;2.3;0.0;2.3;
2013-07-22 05:45;0.0;0.33;0.0;0.33;0.0;2.3;0.0;2.3;
2013-07-22 05:50;0.0;0.25;0.0;0.25;0.0;2.3;0.0;2.3;
2013-07-22 05:55;0.0;0.53;0.0;0.53;0.0;2.4;0.0;2.4;
2013-07-22 06:00;0.0;0.44;0.0;0.44;0.0;2.4;0.0;2.4;
2013-07-22 06:05;0.0;0.36;0.0;0.36;0.0;2.4;0.0;2.4;
2013-07-22 06:10;0.0;0.31;0.0;0.31;0.0;2.5;0.0;2.5;
2013-07-22 06:15;0.03;0.32;0.0;0.29;0.0;2.5;0.0;2.5;
2013-07-22 06:20;0.04;0.25;0.0;0.21;0.0;2.5;0.0;2.5;
2013-07-22 06:25;0.06;0.41;0.0;0.35;0.0;2.5;0.0;2.5;
2013-07-22 06:30;0.07;0.25;0.0;0.18;0.0;2.6;0.0;2.6;
2013-07-22 06:35;0.08;0.24;0.0;0.16;0.0;2.6;0.0;2.6;
2013-07-22 06:40;0.09;0.44;0.0;0.35;0.0;2.6;0.0;2.6;
2013-07-22 06:45;0.1;0.34;0.0;0.24;0.0;2.6;0.0;2.6;
2013-07-22 06:50;0.11;0.32;0.0;0.21;0.0;2.6;0.0;2.6;
2013-07-22 06:55;0.13;0.31;0.0;0.18;0.0;2.6;0.0;2.6;
2013-07-22 07:00;0.16;0.32;0.0;0.16;0.0;2.7;0.0;2.7;
2013-07-22 07:05;0.16;0.22;0.0;0.06;0.0;2.7;0.0;2.7;
2013-07-22 07:10;0.2;0.31;0.0;0.11;0.1;2.8;0.0;2.7;
2013-07-22 07:15;0.24;0.29;0.0;0.05;0.1;2.8;0.0;2.7;
2013-07-22 07:20;0.27;0.41;0.0;0.14;0.1;2.8;0.0;2.7;
2013-07-22 07:25;0.32;0.39;0.0;0.07;0.1;2.8;0.0;2.7;
2013-07-22 07:30;0.37;0.3;0.07;0.0;0.2;2.9;-2.7;0.0;
2013-07-22 07:35;0.42;0.22;0.2;0.0;0.2;2.9;-2.7;0.0;
2013-07-22 07:40;0.46;0.3;0.16;0.0;0.2;2.9;-2.7;0.0;
2013-07-22 07:45;0.5;0.37;0.13;0.0;0.3;3.0;-2.7;0.0;
2013-07-22 07:50;0.59;0.28;0.31;0.0;0.3;2.9;-2.6;0.0;
2013-07-22 07:55;0.61;0.26;0.35;0.0;0.4;3.0;-2.6;0.0;
2013-07-22 08:00;0.67;0.31;0.36;0.0;0.4;3.0;-2.6;0.0;
2013-07-22 08:05;0.72;0.42;0.3;0.0;0.5;3.1;-2.6;0.0;
2013-07-22 08:10;0.72;0.27;0.45;0.0;0.5;3.0;-2.5;0.0;
2013-07-22 08:15;0.77;0.28;0.49;0.0;0.6;3.1;-2.5;0.0;
2013-07-22 08:20;0.85;0.26;0.59;0.0;0.7;3.2;-2.5;0.0;
2013-07-22 08:25;0.92;0.21;0.71;0.0;0.7;3.1;-2.4;0.0;
2013-07-22 08:30;1.02;0.19;0.83;0.0;0.8;3.1;-2.3;0.0;
2013-07-22 08:35;0.96;0.31;0.65;0.0;0.9;3.2;-2.3;0.0;
2013-07-22 08:40;1.06;0.51;0.55;0.0;1.0;3.2;-2.2;0.0;
2013-07-22 08:45;1.12;0.23;0.89;0.0;1.1;3.3;-2.2;0.0;
2013-07-22 08:50;1.23;0.26;0.97;0.0;1.2;3.3;-2.1;0.0;
2013-07-22 08:55;1.29;0.22;1.07;0.0;1.3;3.3;-2.0;0.0;
2013-07-22 09:00;1.34;0.14;1.2;0.0;1.4;3.3;-1.9;0.0;
2013-07-22 09:05;1.39;0.25;1.14;0.0;1.5;3.3;-1.8;0.0;
2013-07-22 09:10;1.41;0.34;1.07;0.0;1.6;3.4;-1.8;0.0;
2013-07-22 09:15;1.44;0.16;1.28;0.0;1.7;3.4;-1.7;0.0;
2013-07-22 09:20;1.54;0.33;1.21;0.0;1.9;3.5;-1.6;0.0;
2013-07-22 09:25;1.6;0.43;1.17;0.0;2.0;3.5;-1.5;0.0;
2013-07-22 09:30;1.6;0.11;1.49;0.0;2.1;3.5;-1.4;0.0;
2013-07-22 09:35;1.7;0.15;1.55;0.0;2.3;3.5;-1.2;0.0;
2013-07-22 09:40;1.8;0.38;1.42;0.0;2.4;3.5;-1.1;0.0;
2013-07-22 09:45;1.83;0.23;1.6;0.0;2.5;3.5;-1.0;0.0;
2013-07-22 09:50;1.88;0.18;1.7;0.0;2.7;3.6;-0.9;0.0;
2013-07-22 09:55;1.81;0.27;1.54;0.0;2.9;3.6;-0.7;0.0;
2013-07-22 10:00;1.87;0.29;1.58;0.0;3.0;3.6;-0.6;0.0;
2013-07-22 10:05;1.98;0.45;1.53;0.0;3.2;3.7;-0.5;0.0;
2013-07-22 10:10;2.09;0.23;1.86;0.0;3.4;3.7;-0.3;0.0;
2013-07-22 10:15;2.1;0.22;1.88;0.0;3.5;3.7;-0.2;0.0;
2013-07-22 10:20;2.2;0.17;2.03;0.0;3.7;3.7;0.0;0.0;
2013-07-22 10:25;2.22;0.12;2.1;0.0;3.9;3.9;0.0;0.0;
2013-07-22 10:30;2.23;0.17;2.06;0.0;4.0;3.8;0.2;0.0;
2013-07-22 10:35;2.32;0.3;2.02;0.0;4.3;3.9;0.4;0.0;
2013-07-22 10:40;2.36;0.21;2.15;0.0;4.5;4.0;0.5;0.0;
2013-07-22 10:45;2.39;0.28;2.11;0.0;4.6;3.9;0.7;0.0;
2013-07-22 10:50;2.32;0.09;2.23;0.0;4.8;3.9;0.9;0.0;
2013-07-22 10:55;2.41;0.1;2.31;0.0;5.1;4.1;1.0;0.0;
2013-07-22 11:00;2.48;0.27;2.21;0.0;5.2;4.0;1.2;0.0;
2013-07-22 11:05;2.51;0.16;2.35;0.0;5.5;4.1;1.4;0.0;
2013-07-22 11:10;2.52;0.07;2.45;0.0;5.7;4.1;1.6;0.0;
2013-07-22 11:15;2.56;0.18;2.38;0.0;5.8;4.0;1.8;0.0;
2013-07-22 11:20;2.53;0.22;2.31;0.0;6.1;4.1;2.0;0.0;
2013-07-22 11:25;2.62;0.2;2.42;0.0;6.3;4.1;2.2;0.0;
2013-07-22 11:30;2.63;0.4;2.23;0.0;6.5;4.2;2.3;0.0;
2013-07-22 11:35;2.64;0.11;2.53;0.0;6.7;4.2;2.5;0.0;
2013-07-22 11:40;2.71;0.09;2.62;0.0;7.0;4.3;2.7;0.0;
2013-07-22 11:45;2.72;0.15;2.57;0.0;7.2;4.3;2.9;0.0;
2013-07-22 11:50;2.74;0.16;2.58;0.0;7.4;4.2;3.2;0.0;
2013-07-22 11:55;0.0;-2.61;2.61;0.0;0.0;-3.4;3.4;0.0;
2013-07-22 12:00;2.78;0.26;2.52;0.0;7.8;4.2;3.6;0.0;
2013-07-22 12:05;2.81;0.18;2.63;0.0;8.1;4.3;3.8;0.0;
2013-07-22 12:10;2.83;0.25;2.58;0.0;8.4;4.4;4.0;0.0;
2013-07-22 12:15;2.85;0.16;2.69;0.0;8.6;4.4;4.2;0.0;
2013-07-22 12:20;2.85;0.06;2.79;0.0;8.8;4.4;4.4;0.0;
2013-07-22 12:30;2.9;0.07;2.83;0.0;9.4;4.4;5.0;0.0;
2013-07-22 12:35;2.9;0.07;2.83;0.0;9.5;4.5;5.0;0.0;
2013-07-22 12:40;2.91;0.15;2.76;0.0;9.8;4.5;5.3;0.0;
2013-07-22 12:45;2.92;0.19;2.73;0.0;10.1;4.6;5.5;0.0;
2013-07-22 12:50;2.91;0.26;2.65;0.0;10.2;4.5;5.7;0.0;
2013-07-22 12:55;2.92;0.39;2.53;0.0;10.5;4.6;5.9;0.0;
2013-07-22 13:00;2.92;0.08;2.84;0.0;10.8;4.7;6.1;0.0;
2013-07-22 13:05;2.91;0.07;2.84;0.0;11.0;4.7;6.3;0.0;
2013-07-22 13:10;2.93;0.22;2.71;0.0;11.2;4.6;6.6;0.0;
2013-07-22 13:15;2.91;0.14;2.77;0.0;11.5;4.7;6.8;0.0;
2013-07-22 13:20;2.92;0.16;2.76;0.0;11.7;4.7;7.0;0.0;
2013-07-22 13:25;2.91;0.26;2.65;0.0;11.9;4.7;7.2;0.0;
2013-07-22 13:30;2.9;0.25;2.65;0.0;12.2;4.8;7.4;0.0;
2013-07-22 13:35;2.92;0.06;2.86;0.0;12.4;4.8;7.6;0.0;
2013-07-22 13:40;2.92;0.16;2.76;0.0;12.7;4.8;7.9;0.0;
2013-07-22 13:45;2.9;0.24;2.66;0.0;12.9;4.8;8.1;0.0;
2013-07-22 13:50;2.9;0.08;2.82;0.0;13.1;4.8;8.3;0.0;
2013-07-22 13:55;2.89;0.15;2.74;0.0;13.4;4.9;8.5;0.0;
2013-07-22 14:00;2.87;0.17;2.7;0.0;13.7;5.0;8.7;0.0;
2013-07-22 14:05;2.83;0.26;2.57;0.0;13.8;4.9;8.9;0.0;
2013-07-22 14:10;2.84;0.27;2.57;0.0;14.1;5.0;9.1;0.0;
2013-07-22 14:15;2.83;0.16;2.67;0.0;14.4;5.1;9.3;0.0;
2013-07-22 14:20;2.83;0.15;2.68;0.0;14.5;4.9;9.6;0.0;
2013-07-22 14:25;2.83;0.1;2.73;0.0;14.8;5.0;9.8;0.0;
2013-07-22 14:30;2.81;0.06;2.75;0.0;15.1;5.1;10.0;0.0;
2013-07-22 14:35;2.83;0.15;2.68;0.0;15.2;5.0;10.2;0.0;
2013-07-22 14:40;2.83;0.19;2.64;0.0;15.5;5.1;10.4;0.0;
2013-07-22 14:45;2.79;0.21;2.58;0.0;15.8;5.2;10.6;0.0;
2013-07-22 14:50;2.72;0.36;2.36;0.0;16.0;5.2;10.8;0.0;
2013-07-22 14:55;2.71;0.06;2.65;0.0;16.2;5.2;11.0;0.0;
2013-07-22 15:00;2.75;0.1;2.65;0.0;16.4;5.2;11.2;0.0;
2013-07-22 15:05;2.74;0.17;2.57;0.0;16.7;5.3;11.4;0.0;
2013-07-22 15:10;2.73;0.24;2.49;0.0;16.9;5.3;11.6;0.0;
2013-07-22 15:15;2.71;0.08;2.63;0.0;17.1;5.3;11.8;0.0;
2013-07-22 15:20;2.68;0.19;2.49;0.0;17.4;5.4;12.0;0.0;
2013-07-22 15:25;2.62;0.29;2.33;0.0;17.5;5.3;12.2;0.0;
2013-07-22 15:30;2.58;0.2;2.38;0.0;17.8;5.4;12.4;0.0;
2013-07-22 15:35;2.63;0.37;2.26;0.0;18.0;5.4;12.6;0.0;
2013-07-22 15:40;2.58;0.35;2.23;0.0;18.2;5.4;12.8;0.0;
2013-07-22 15:45;2.63;0.13;2.5;0.0;18.4;5.5;12.9;0.0;
2013-07-22 15:50;2.58;2.58;0.0;0.0;18.6;18.6;0.0;0.0;
2013-07-22 15:55;2.56;0.17;2.39;0.0;18.8;5.5;13.3;0.0;
2013-07-22 16:00;2.54;0.21;2.33;0.0;19.0;5.5;13.5;0.0;
2013-07-22 16:05;2.44;0.37;2.07;0.0;19.3;5.6;13.7;0.0;
2013-07-22 16:10;2.4;0.2;2.2;0.0;19.4;5.5;13.9;0.0;
2013-07-22 16:15;2.31;0.31;2.0;0.0;19.6;5.6;14.0;0.0;
2013-07-22 16:20;2.31;0.11;2.2;0.0;19.9;5.7;14.2;0.0;
2013-07-22 16:25;2.27;0.21;2.06;0.0;20.0;5.6;14.4;0.0;
2013-07-22 16:30;2.25;0.44;1.81;0.0;20.2;5.7;14.5;0.0;
2013-07-22 16:35;2.18;0.18;2.0;0.0;20.4;5.7;14.7;0.0;
2013-07-22 16:40;2.12;0.1;2.02;0.0;20.5;5.7;14.8;0.0;
2013-07-22 16:45;2.07;0.44;1.63;0.0;20.7;5.7;15.0;0.0;
2013-07-22 16:50;2.06;0.23;1.83;0.0;20.9;5.8;15.1;0.0;
2013-07-22 16:55;2.0;0.26;1.74;0.0;21.1;5.8;15.3;0.0;
2013-07-22 17:00;1.95;0.45;1.5;0.0;21.2;5.8;15.4;0.0;
2013-07-22 17:05;1.88;0.22;1.66;0.0;21.4;5.9;15.5;0.0;
2013-07-22 17:10;1.85;0.12;1.73;0.0;21.6;5.9;15.7;0.0;
2013-07-22 17:15;1.84;0.27;1.57;0.0;21.7;5.9;15.8;0.0;
2013-07-22 17:20;1.7;0.17;1.53;0.0;21.9;6.0;15.9;0.0;
2013-07-22 17:25;1.7;0.37;1.33;0.0;22.0;6.0;16.0;0.0;
2013-07-22 17:30;1.66;0.35;1.31;0.0;22.1;6.0;16.1;0.0;
2013-07-22 17:35;1.6;0.35;1.25;0.0;22.3;6.1;16.2;0.0;
2013-07-22 17:40;1.54;0.17;1.37;0.0;22.4;6.1;16.3;0.0;
2013-07-22 17:45;1.5;0.28;1.22;0.0;22.5;6.1;16.4;0.0;
2013-07-22 17:50;1.43;0.26;1.17;0.0;22.6;6.1;16.5;0.0;
2013-07-22 17:55;1.33;0.26;1.07;0.0;22.8;6.2;16.6;0.0;
2013-07-22 18:00;1.3;0.27;1.03;0.0;22.9;6.2;16.7;0.0;
2013-07-22 18:05;1.19;0.3;0.89;0.0;23.0;6.2;16.8;0.0;
2013-07-22 18:10;1.1;0.32;0.78;0.0;23.1;6.2;16.9;0.0;
2013-07-22 18:15;1.15;0.32;0.83;0.0;23.1;6.2;16.9;0.0;
2013-07-22 18:20;1.09;0.31;0.78;0.0;23.2;6.2;17.0;0.0;
2013-07-22 18:25;0.96;0.34;0.62;0.0;23.3;6.3;17.0;0.0;
2013-07-22 18:30;0.88;0.19;0.69;0.0;23.4;6.3;17.1;0.0;
2013-07-22 18:35;0.87;0.18;0.69;0.0;23.5;6.4;17.1;0.0;
2013-07-22 18:40;0.78;0.29;0.49;0.0;23.6;6.4;17.2;0.0;
2013-07-22 18:45;0.71;0.15;0.56;0.0;23.6;6.4;17.2;0.0;
2013-07-22 18:50;0.64;0.35;0.29;0.0;23.7;6.5;17.2;0.0;
2013-07-22 18:55;0.69;0.46;0.23;0.0;23.7;6.4;17.3;0.0;
2013-07-22 19:00;0.69;0.28;0.41;0.0;23.8;6.5;17.3;0.0;
2013-07-22 19:05;0.56;0.24;0.32;0.0;23.8;6.5;17.3;0.0;
2013-07-22 19:10;0.52;0.31;0.21;0.0;23.9;6.6;17.3;0.0;
2013-07-22 19:15;0.47;0.36;0.11;0.0;23.9;6.6;17.3;0.0;
2013-07-22 19:20;0.45;0.26;0.19;0.0;23.9;6.5;17.4;0.0;
2013-07-22 19:25;0.36;0.32;0.04;0.0;24.0;6.6;17.4;0.0;
2013-07-22 19:30;0.29;0.43;0.0;0.14;24.0;6.6;0.0;-17.4;
2013-07-22 19:35;0.24;0.34;0.0;0.1;24.0;6.7;0.0;-17.3;
2013-07-22 19:40;0.21;0.24;0.0;0.03;24.0;6.7;0.0;-17.3;
2013-07-22 19:45;0.18;0.41;0.0;0.23;24.1;6.8;0.0;-17.3;
2013-07-22 19:50;0.17;0.24;0.0;0.07;24.1;6.8;0.0;-17.3;
2013-07-22 19:55;0.14;0.7;0.0;0.56;24.1;6.8;0.0;-17.3;
2013-07-22 20:00;0.1;0.27;0.0;0.17;24.1;6.8;0.0;-17.3;
2013-07-22 20:05;0.09;0.58;0.0;0.49;24.1;6.8;0.0;-17.3;
2013-07-22 20:10;0.07;0.49;0.0;0.42;24.1;6.9;0.0;-17.2;
2013-07-22 20:15;0.05;0.39;0.0;0.34;24.1;6.9;0.0;-17.2;
2013-07-22 20:20;0.04;0.44;0.0;0.4;24.1;6.9;0.0;-17.2;
2013-07-22 20:25;0.03;0.34;0.0;0.31;24.1;7.0;0.0;-17.1;
2013-07-22 20:30;0.01;0.24;0.0;0.23;24.1;7.0;0.0;-17.1;
2013-07-22 20:35;0.0;0.4;0.0;0.4;24.1;7.0;0.0;-17.1;
2013-07-22 20:40;0.0;0.32;0.0;0.32;24.1;7.0;0.0;-17.1;
2013-07-22 20:45;0.0;0.36;0.0;0.36;24.1;7.1;0.0;-17.0;
2013-07-22 20:50;0.0;0.51;0.0;0.51;24.1;7.1;0.0;-17.0;
2013-07-22 20:55;0.0;0.42;0.0;0.42;24.1;7.1;0.0;-17.0;
2013-07-22 21:00;0.0;0.33;0.0;0.33;24.1;7.2;0.0;-16.9;
2013-07-22 21:05;0.0;0.42;0.0;0.42;24.1;7.2;0.0;-16.9;
2013-07-22 21:10;0.0;0.41;0.0;0.41;24.1;7.2;0.0;-16.9;
2013-07-22 21:15;0.0;0.34;0.0;0.34;24.1;7.2;0.0;-16.9;
2013-07-22 21:20;0.0;0.33;0.0;0.33;24.1;7.3;0.0;-16.8;
2013-07-22 21:25;0.0;0.53;0.0;0.53;24.1;7.3;0.0;-16.8;
2013-07-22 21:30;0.0;0.59;0.0;0.59;24.1;7.3;0.0;-16.8;
2013-07-22 21:35;0.0;0.5;0.0;0.5;24.1;7.4;0.0;-16.7;
2013-07-22 21:40;0.0;0.48;0.0;0.48;24.1;7.4;0.0;-16.7;
2013-07-22 21:45;0.0;0.33;0.0;0.33;24.1;7.5;0.0;-16.6;
2013-07-22 21:50;0.0;0.33;0.0;0.33;24.1;7.5;0.0;-16.6;
2013-07-22 21:55;0.0;0.58;0.0;0.58;24.1;7.5;0.0;-16.6;
2013-07-22 22:00;0.0;0.48;0.0;0.48;24.1;7.6;0.0;-16.5;
2013-07-22 22:05;0.0;0.44;0.0;0.44;24.1;7.6;0.0;-16.5;
2013-07-22 22:10;0.0;0.44;0.0;0.44;24.1;7.6;0.0;-16.5;
2013-07-22 22:15;0.0;0.51;0.0;0.51;24.1;7.7;0.0;-16.4;
2013-07-22 22:20;0.0;0.48;0.0;0.48;24.1;7.7;0.0;-16.4;
2013-07-22 22:25;0.0;0.42;0.0;0.42;24.1;7.7;0.0;-16.4;
2013-07-22 22:30;0.0;0.41;0.0;0.41;24.1;7.8;0.0;-16.3;
2013-07-22 22:35;0.0;0.41;0.0;0.41;24.1;7.8;0.0;-16.3;
2013-07-22 22:40;0.0;0.33;0.0;0.33;24.1;7.8;0.0;-16.3;
2013-07-22 22:45;0.0;0.53;0.0;0.53;24.1;7.9;0.0;-16.2;
2013-07-22 22:50;0.0;0.59;0.0;0.59;24.1;7.9;0.0;-16.2;
2013-07-22 22:55;0.0;0.51;0.0;0.51;24.1;7.9;0.0;-16.2;
2013-07-22 23:00;0.0;0.33;0.0;0.33;24.1;8.0;0.0;-16.1;
2013-07-22 23:05;0.0;0.48;0.0;0.48;24.1;8.0;0.0;-16.1;
2013-07-22 23:10;0.0;0.33;0.0;0.33;24.1;8.0;0.0;-16.1;
2013-07-22 23:15;0.0;0.33;0.0;0.33;24.1;8.1;0.0;-16.0;
2013-07-22 23:20;0.0;0.57;0.0;0.57;24.1;8.1;0.0;-16.0;
2013-07-22 23:25;0.0;0.45;0.0;0.45;24.1;8.1;0.0;-16.0;
2013-07-22 23:30;0.0;0.45;0.0;0.45;24.1;8.2;0.0;-15.9;
2013-07-22 23:35;0.0;0.59;0.0;0.59;24.1;8.2;0.0;-15.9;
2013-07-22 23:40;0.0;0.34;0.0;0.34;24.1;8.2;0.0;-15.9;
2013-07-22 23:45;0.0;0.33;0.0;0.33;24.1;8.3;0.0;-15.8;
2013-07-22 23:50;0.0;0.47;0.0;0.47;24.1;8.3;0.0;-15.8;
2013-07-22 23:55;0.0;0.41;0.0;0.41;24.1;8.3;0.0;-15.8;
2013-07-23 00:00;0.0;0.33;0.0;0.33;0.0;0.0;0.0;0.0;
2013-07-23 00:05;0.0;0.45;0.0;0.45;0.0;0.0;0.0;0.0;
2013-07-23 00:10;0.0;0.52;0.0;0.52;0.0;0.0;0.0;0.0;
2013-07-23 00:15;0.0;0.6;0.0;0.6;0.0;0.1;0.0;0.1;
2013-07-23 00:20;0.0;0.33;0.0;0.33;0.0;0.1;0.0;0.1;
2013-07-23 00:25;0.0;0.41;0.0;0.41;0.0;0.1;0.0;0.1;
2013-07-23 00:30;0.0;0.41;0.0;0.41;0.0;0.2;0.0;0.2;
2013-07-23 00:35;0.0;0.33;0.0;0.33;0.0;0.2;0.0;0.2;
2013-07-23 00:40;0.0;0.64;0.0;0.64;0.0;0.2;0.0;0.2;
2013-07-23 00:45;0.0;0.49;0.0;0.49;0.0;0.3;0.0;0.3;
2013-07-23 00:50;0.0;0.45;0.0;0.45;0.0;0.3;0.0;0.3;
2013-07-23 00:55;0.0;0.43;0.0;0.43;0.0;0.3;0.0;0.3;
2013-07-23 01:00;0.0;0.48;0.0;0.48;0.0;0.4;0.0;0.4;
2013-07-23 01:05;0.0;0.33;0.0;0.33;0.0;0.4;0.0;0.4;
2013-07-23 01:10;0.0;0.42;0.0;0.42;0.0;0.4;0.0;0.4;
2013-07-23 01:15;0.0;0.48;0.0;0.48;0.0;0.5;0.0;0.5;
2013-07-23 01:20;0.0;0.33;0.0;0.33;0.0;0.5;0.0;0.5;
2013-07-23 01:25;0.0;0.33;0.0;0.33;0.0;0.5;0.0;0.5;
2013-07-23 01:30;0.0;0.53;0.0;0.53;0.0;0.6;0.0;0.6;
2013-07-23 01:35;0.0;0.66;0.0;0.66;0.0;0.6;0.0;0.6;
2013-07-23 01:40;0.0;0.56;0.0;0.56;0.0;0.6;0.0;0.6;
2013-07-23 01:45;0.0;0.33;0.0;0.33;0.0;0.7;0.0;0.7;
2013-07-23 01:50;0.0;0.41;0.0;0.41;0.0;0.7;0.0;0.7;
2013-07-23 01:55;0.0;0.41;0.0;0.41;0.0;0.7;0.0;0.7;
2013-07-23 02:00;0.0;0.34;0.0;0.34;0.0;0.8;0.0;0.8;
2013-07-23 02:05;0.0;0.49;0.0;0.49;0.0;0.8;0.0;0.8;
